Date,Rented Bike Count,Hour,Temperature(Celsius),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(Celsius),Solar Radiation (MJ/m2),Rainfall(mm),Seasons,Holiday,Functioning Day
198,1861,15,27.8,41,1.6,1851,13.3,2.89,0,1,0,1
198,1991,16,28.3,41,2.6,1852,13.7,2.58,0,1,0,1
198,2383,17,28.4,43,2,1806,14.6,1.93,0,1,0,1
198,2451,18,28,46,2.3,1833,15.2,1.23,0,1,0,1
198,2475,19,27.2,48,1.4,1994,15.2,0.57,0,1,0,1
198,2497,20,25,60,2.4,1773,16.6,0.1,0,1,0,1
198,2435,21,23.7,64,1.7,1707,16.4,0,0,1,0,1
198,1995,22,22.8,69,1.7,1656,16.8,0,0,1,0,1
198,1615,23,22.1,73,1.6,1180,17,0,0,1,0,1
199,1394,0,21.5,76,1.4,1015,17,0,0,1,0,1
199,929,1,20.9,79,2,932,17.1,0,0,1,0,1
199,755,2,20.5,76,1.1,994,16.1,0,0,1,0,1
199,491,3,19.9,80,1.6,741,16.3,0,0,1,0,1
199,304,4,19.4,82,0.9,531,16.2,0,0,1,0,1
199,238,5,19,85,0.8,567,16.4,0,0,1,0,1
199,324,6,18.9,83,0.3,576,15.9,0.05,0,1,0,1
199,475,7,19.6,75,0.9,884,15,0.42,0,1,0,1
199,715,8,21.1,70,0.3,766,15.4,0.9,0,1,0,1
199,944,9,22.5,66,1.2,605,15.8,0.97,0,1,0,1
199,953,10,23,66,1.1,516,16.2,0.83,0,1,0,1
199,1146,11,23.6,63,0.7,523,16.1,0.93,0,1,0,1
199,1422,12,24.8,56,0.9,530,15.4,1.57,0,1,0,1
199,1563,13,25.7,52,1.1,639,15,1.81,0,1,0,1
199,1709,14,26.8,44,1.6,760,13.5,2.01,0,1,0,1
199,1979,15,27.3,51,2.6,598,16.2,2.4,0,1,0,1
199,2235,16,26.6,51,2.2,809,15.6,1.27,0,1,0,1
199,2330,17,25.6,58,3.3,865,16.7,0.66,0,1,0,1
199,2474,18,25,59,3.4,1324,16.4,0.54,0,1,0,1
199,2481,19,24.2,62,1.9,1225,16.4,0.39,0,1,0,1
199,2429,20,23.1,67,2.1,1060,16.6,0.03,0,1,0,1
199,2055,21,22.7,66,0.9,1069,16,0,0,1,0,1
199,1819,22,22.2,70,0.5,1056,16.4,0,0,1,0,1
199,1323,23,21.7,74,1.4,920,16.8,0,0,1,0,1
200,917,0,21.3,74,1.4,963,16.4,0,0,1,0,1
200,547,1,21,74,0.5,990,16.1,0,0,1,0,1
200,436,2,20.7,76,0.3,920,16.3,0,0,1,0,1
200,202,3,20.5,77,0.5,865,16.3,0,0,1,0,1
200,164,4,20.2,78,0.7,884,16.2,0,0,1,0,1
200,383,5,20,80,0.3,824,16.4,0,0,1,0,1
200,779,6,20,78,0.4,752,16,0.05,0,1,0,1
200,1590,7,20.6,76,0.5,786,16.2,0.3,0,1,0,1
200,2357,8,22.7,65,0.7,759,15.7,1.05,0,1,0,1
200,1263,9,24.7,59,1.1,616,16.1,1.8,0,1,0,1
200,822,10,26.1,53,0.9,554,15.7,2.14,0,1,0,1
200,915,11,27.3,45,2.4,846,14.3,2.84,0,1,0,1
200,988,12,28.4,45,2.2,649,15.3,2.92,0,1,0,1
200,938,13,29.4,42,1.7,689,15.1,3.1,0,1,0,1
200,997,14,29.8,36,2,1382,13.1,2.63,0,1,0,1
200,1177,15,30.5,34,2.8,1590,12.8,2.87,0,1,0,1
200,1401,16,30.5,34,2.9,1830,12.8,2.51,0,1,0,1
200,2040,17,29.5,36,3.7,1786,12.8,1.94,0,1,0,1
200,746,18,29.2,35,2.7,1900,12.1,1.27,0,1,0,1
200,1557,19,28.1,38,2.6,2000,12.4,0.63,0,1,0,1
200,2515,20,25.7,43,2.1,2000,12.1,0.12,0,1,0,1
200,1702,21,23.8,48,2,2000,12.1,0,0,1,0,1
200,1373,22,22.9,56,1.3,1927,13.6,0,0,1,0,1
200,1732,23,22.3,59,1.1,1892,13.8,0,0,1,0,1
201,1055,0,21.5,63,1,1740,14.1,0,0,1,0,1
201,766,1,20.9,66,0.8,1528,14.3,0,0,1,0,1
201,527,2,20.2,71,1.2,1414,14.7,0,0,1,0,1
201,369,3,19.9,69,1.4,1179,14,0,0,1,0,1
201,268,4,19.7,73,1.6,848,14.7,0,0,1,0,1
201,317,5,19.4,77,0.8,831,15.2,0,0,1,0,1
201,746,6,19.1,75,0.4,1039,14.5,0.08,0,1,0,1
201,1616,7,19.9,72,0.6,840,14.6,0.32,0,1,0,1
201,2430,8,21.1,66,1,797,14.4,0.62,0,1,0,1
201,1381,9,22.4,62,0.9,761,14.7,0.93,0,1,0,1
201,937,10,23.7,56,1.6,1074,14.3,1.34,0,1,0,1
201,1014,11,24.6,53,1.4,1472,14.3,1.67,0,1,0,1
201,1224,12,25.8,48,1.5,1487,13.9,2.31,0,1,0,1
201,1230,13,26.6,46,2.9,1482,14,2.31,0,1,0,1
201,1258,14,27.2,44,2.9,1377,13.8,2.59,0,1,0,1
201,1363,15,26.7,42,2.6,1634,12.7,1.89,0,1,0,1
201,1700,16,26.1,46,3,1728,13.5,1.55,0,1,0,1
201,2328,17,25.1,51,2.4,1714,14.2,1.15,0,1,0,1
201,3556,18,24.1,57,2.9,1301,15,0.56,0,1,0,1
201,2809,19,23.3,59,2.6,1214,14.8,0.28,0,1,0,1
201,2525,20,22.4,62,2.2,1041,14.7,0.05,0,1,0,1
201,2378,21,21.6,66,2.4,962,14.9,0,0,1,0,1
201,2096,22,20.8,71,2.1,800,15.3,0,0,1,0,1
201,1456,23,20.1,73,1.9,771,15.1,0,0,1,0,1
202,1030,0,19.7,71,2,1330,14.2,0,0,1,0,1
202,803,1,19.6,73,1.4,958,14.6,0,0,1,0,1
202,576,2,19.6,78,0.8,662,15.6,0,0,1,0,1
202,340,3,19.4,79,0.8,563,15.6,0,0,1,0,1
202,249,4,19.1,82,1.5,471,15.9,0,0,1,0,1
202,336,5,19.1,83,2,457,16.1,0,0,1,0,1
202,714,6,19.4,83,1.6,448,16.4,0.03,0,1,0,1
202,1629,7,20,77,1.7,595,15.8,0.29,0,1,0,1
202,2440,8,20.6,77,1.2,566,16.4,0.53,0,1,0,1
202,1401,9,21.1,73,2,623,16,0.43,0,1,0,1
202,1002,10,22.2,70,3.1,740,16.4,1.44,0,1,0,1
202,1100,11,23.7,56,2.4,1070,14.3,2.33,0,1,0,1
202,1252,12,25.2,53,3.3,976,14.9,3.38,0,1,0,1
202,1184,13,26.2,51,3.2,1078,15.2,3.36,0,1,0,1
202,1158,14,27.5,47,2.7,990,15.1,3.24,0,1,0,1
202,1266,15,27.9,45,3.6,1558,14.8,3.04,0,1,0,1
202,1600,16,28.2,48,3.9,1103,16.1,2.55,0,1,0,1
202,2289,17,28,50,3.2,1137,16.6,1.93,0,1,0,1
202,3384,18,27,55,3.1,1246,17.1,1.26,0,1,0,1
202,2741,19,25.6,61,2.7,1236,17.5,0.6,0,1,0,1
202,2519,20,23.3,68,3.6,895,17,0.11,0,1,0,1
202,2246,21,21.6,74,3.3,758,16.7,0,0,1,0,1
202,1979,22,20.6,78,3,684,16.6,0,0,1,0,1
202,1401,23,20.1,82,3.6,494,16.9,0,0,1,0,1
203,1083,0,20,83,2.6,547,17,0,0,1,0,1
203,794,1,20.1,82,1.2,582,16.9,0,0,1,0,1
203,539,2,20.2,82,0.9,575,17,0,0,1,0,1
203,394,3,20,83,1.7,607,17,0,0,1,0,1
203,215,4,19.6,87,1.2,465,17.3,0,0,1,0,1
203,308,5,19.4,82,2.1,677,16.2,0,0,1,0,1
203,709,6,19.5,80,1.6,709,15.9,0.04,0,1,0,1
203,1543,7,19.9,74,1.7,683,15.1,0.21,0,1,0,1
203,2370,8,21.4,65,1.9,821,14.5,1.15,0,1,0,1
203,1360,9,22.7,59,2,940,14.2,1.77,0,1,0,1
203,922,10,23.9,57,2.1,977,14.8,2.54,0,1,0,1
203,1066,11,25.5,57,1.8,943,16.3,3.01,0,1,0,1
203,1197,12,26.4,46,1.4,1103,13.8,3.26,0,1,0,1
203,1147,13,27.3,33,3.4,1921,9.6,3.42,0,1,0,1
203,1152,14,28,39,2.6,1833,12.7,3.14,0,1,0,1
203,1276,15,28.3,40,3.2,1619,13.4,2.96,0,1,0,1
203,1473,16,28.5,42,3.1,1622,14.3,2.62,0,1,0,1
203,2176,17,28.4,43,3.3,1715,14.6,2.04,0,1,0,1
203,3418,18,27.8,43,3,1933,14,1.35,0,1,0,1
203,2811,19,26.9,42,2.4,2000,12.8,0.62,0,1,0,1
203,2556,20,25.1,55,2.3,1779,15.4,0.08,0,1,0,1
203,2436,21,23.8,63,1.5,1455,16.3,0,0,1,0,1
203,2179,22,22.8,67,2.1,1042,16.3,0,0,1,0,1
203,1497,23,21.9,59,2.6,1188,13.5,0,0,1,0,1
204,1137,0,20.7,67,1.9,885,14.3,0,0,1,0,1
204,912,1,20.2,75,1.4,525,15.6,0,0,1,0,1
204,602,2,19.8,80,1.5,370,16.2,0,0,1,0,1
204,413,3,19.3,85,1.6,345,16.7,0,0,1,0,1
204,268,4,19.1,86,1.4,322,16.6,0,0,1,0,1
204,336,5,18.6,85,1,384,16,0,0,1,0,1
204,710,6,18.2,83,0.6,448,15.2,0.06,0,1,0,1
204,1529,7,18.8,66,1.1,814,12.3,0.46,0,1,0,1
204,2283,8,21.9,58,1.2,771,13.2,1.29,0,1,0,1
204,1284,9,24.2,47,1.2,822,12.1,1.94,0,1,0,1
204,902,10,26.3,34,0.9,1792,9.1,2.57,0,1,0,1
204,1020,11,28.1,35,1.3,1608,11.1,3.02,0,1,0,1
204,1116,12,29.8,28,1.3,1777,9.3,3.21,0,1,0,1
204,1073,13,30.6,26,1.2,1792,8.9,3.17,0,1,0,1
204,1087,14,31.6,25,2.3,1780,9.1,3.21,0,1,0,1
204,1203,15,31.9,23,1.8,1977,8.1,2.57,0,1,0,1
204,1466,16,30.8,31,3.8,1246,11.7,2.17,0,1,0,1
204,2146,17,30.4,28,2.9,1834,9.8,1.9,0,1,0,1
204,3365,18,29.3,27,3.4,1977,8.3,1.24,0,1,0,1
204,2732,19,27.1,32,3.5,2000,8.9,0.52,0,1,0,1
204,2493,20,25.4,31,2.5,2000,7,0.07,0,1,0,1
204,2251,21,24.2,32,1.5,2000,6.4,0,0,1,0,1
204,2103,22,23.3,32,1.1,2000,5.6,0,0,1,0,1
204,1648,23,22.9,34,1.1,1810,6.1,0,0,1,0,1
205,1322,0,22.7,36,1.5,2000,6.8,0,0,1,0,1
205,1073,1,22.5,39,1.1,2000,7.8,0,0,1,0,1
205,818,2,22.3,37,1.8,2000,6.8,0,0,1,0,1
205,540,3,22,42,0.2,1891,8.4,0,0,1,0,1
205,375,4,21.6,47,0.4,1985,9.7,0,0,1,0,1
205,339,5,21.1,48,0.3,2000,9.6,0,0,1,0,1
205,417,6,21,48,0.6,2000,9.5,0.01,0,1,0,1
205,622,7,21.3,44,0.5,1911,8.5,0.2,0,1,0,1
205,934,8,22.6,42,0.7,1887,9,0.62,0,1,0,1
205,1072,9,24.3,37,1.1,1939,8.6,1.31,0,1,0,1
205,1064,10,25.8,35,1.5,1900,9.1,1.66,0,1,0,1
205,1229,11,27.5,31,1.9,1841,8.8,2.7,0,1,0,1
205,1374,12,28.4,31,2.7,1849,9.6,2.93,0,1,0,1
205,1483,13,27.9,41,3.9,1649,13.4,2.08,0,1,0,1
205,1445,14,28,46,3.6,1401,15.2,2.88,0,1,0,1
205,1589,15,28.4,43,3.1,1337,14.6,2.65,0,1,0,1
205,1837,16,28.3,48,3.1,1232,16.2,2.41,0,1,0,1
205,2101,17,28.1,49,3.2,1117,16.3,1.62,0,1,0,1
205,2256,18,26.3,55,3.2,1119,16.5,0.64,0,1,0,1
205,2288,19,25.7,59,2.8,1083,17,0.38,0,1,0,1
205,2262,20,24.6,65,2.1,1018,17.5,0.1,0,1,0,1
205,2175,21,23.8,68,2.2,694,17.5,0,0,1,0,1
205,1932,22,23,74,2.4,473,18.1,0,0,1,0,1
205,1402,23,22.5,77,2.7,396,18.2,0,0,1,0,1
206,849,0,22,81,1.6,374,18.5,0,0,1,0,1
206,545,1,21.5,83,1.3,345,18.4,0,0,1,0,1
206,1254,2,20.9,87,1.8,222,18.6,0,0,1,0,1
206,644,3,20.6,91,0.8,194,19,0,0,1,0,1
206,286,4,20.5,90,0.8,223,18.7,0,0,1,0,1
206,235,5,20.3,87,1,251,18,0,0,1,0,1
206,258,6,20.2,87,2,255,17.9,0.01,0,1,0,1
206,369,7,20.5,82,0.8,338,17.3,0.16,0,1,0,1
206,561,8,21.3,78,0.7,351,17.3,0.51,0,1,0,1
206,734,9,23.1,68,1.9,482,16.8,1.64,0,1,0,1
206,763,10,25,60,1.5,570,16.6,2.33,0,1,0,1
206,870,11,27.1,52,2.1,557,16.3,2.82,0,1,0,1
206,1042,12,28.9,40,2.3,809,13.9,3.15,0,1,0,1
206,1062,13,30.6,31,2.7,1240,11.5,3.24,0,1,0,1
206,1064,14,31.6,34,2.9,1050,13.8,3.12,0,1,0,1
206,1213,15,31.8,31,3.4,1400,12.5,2.85,0,1,0,1
206,1471,16,31.3,32,3.2,1427,12.6,2.38,0,1,0,1
206,1754,17,30.9,34,2.5,1640,13.2,1.79,0,1,0,1
206,2094,18,29.8,35,3.3,1805,12.6,1.15,0,1,0,1
206,2290,19,27.8,41,2.7,1990,13.3,0.45,0,1,0,1
206,2387,20,26.1,49,1.9,1960,14.5,0.1,0,1,0,1
206,2153,21,24.5,71,1.7,1295,18.8,0,0,1,0,1
206,1801,22,23.9,72,0.8,1098,18.5,0,0,1,0,1
206,1329,23,23.3,75,2,890,18.6,0,0,1,0,1
207,962,0,22.9,79,0.6,715,19,0,0,1,0,1
207,585,1,22.5,80,1.1,619,18.8,0,0,1,0,1
207,424,2,22.3,80,0.8,709,18.6,0,0,1,0,1
207,264,3,22,83,0.5,684,18.9,0,0,1,0,1
207,199,4,21.8,82,0.7,702,18.5,0,0,1,0,1
207,338,5,21.5,84,0.3,569,18.6,0,0,1,0,1
207,785,6,21.3,81,0.7,604,17.8,0.05,0,1,0,1
207,1620,7,22.1,74,0.3,830,17.2,0.37,0,1,0,1
207,2331,8,23.8,66,0.9,960,17,0.74,0,1,0,1
207,1293,9,25.4,61,1,1079,17.3,1.28,0,1,0,1
207,878,10,26.4,55,0.9,901,16.6,1.16,0,1,0,1
207,968,11,27.8,46,1.3,912,15.1,1.77,0,1,0,1
207,1039,12,29.8,42,2.1,1220,15.5,2.9,0,1,0,1
207,1073,13,31.2,36,2,1022,14.3,2.91,0,1,0,1
207,1016,14,32.3,35,1.8,982,14.8,2.71,0,1,0,1
207,1184,15,32.7,31,1.7,1243,13.3,2.3,0,1,0,1
207,1407,16,32.2,39,2.8,928,16.4,1.74,0,1,0,1
207,2008,17,31.5,42,2.3,990,17,1.36,0,1,0,1
207,3238,18,30.7,43,1.6,931,16.6,0.74,0,1,0,1
207,2779,19,29.8,45,1.5,956,16.5,0.32,0,1,0,1
207,2456,20,28.8,54,1.1,964,18.5,0.09,0,1,0,1
207,2372,21,27.9,55,0.5,1083,18,0,0,1,0,1
207,2046,22,27.4,55,0.3,1001,17.5,0,0,1,0,1
207,1437,23,27.2,55,0.7,920,17.3,0,0,1,0,1
208,1052,0,26.9,61,1.5,805,18.7,0,0,1,0,1
208,783,1,26.7,50,1.8,884,15.4,0,0,1,0,1
208,524,2,26.1,51,1.7,760,15.1,0,0,1,0,1
208,353,3,25.4,50,1.1,870,14.2,0,0,1,0,1
208,143,4,24.7,49,1,1293,13.2,0,0,1,0,1
208,45,5,23.7,64,0.9,876,16.4,0,0.1,1,0,1
208,37,6,22.5,83,0.8,537,19.4,0,0.4,1,0,1
208,49,7,21.2,87,0.8,376,18.9,0.03,1.5,1,0,1
208,53,8,20.8,94,1,159,19.7,0.05,3.5,1,0,1
208,19,9,20.3,96,1.1,143,19.6,0.06,6.5,1,0,1
208,9,10,20.3,97,1,103,19.8,0.12,9.5,1,0,1
208,11,11,20.4,97,1.4,129,19.9,0.09,16,1,0,1
208,10,12,20.5,97,1.8,257,20,0.15,5,1,0,1
208,24,13,20.5,97,1.2,338,20,0.11,14.5,1,0,1
208,26,14,21,97,0.7,381,20.4,0.26,2.5,1,0,1
208,65,15,21.5,97,0.6,311,20.9,0.21,4.5,1,0,1
208,56,16,23.3,96,3.4,441,22.6,0.08,1,1,0,1
208,113,17,24,95,5,362,23.1,0.07,2,1,0,1
208,156,18,24.1,95,4.4,261,23.2,0.03,1,1,0,1
208,203,19,24.2,94,4.7,242,23.1,0.03,1.5,1,0,1
208,199,20,24.1,94,4.5,214,23,0,0.5,1,0,1
208,275,21,23.5,94,4.6,227,22.4,0,1.5,1,0,1
208,443,22,22.4,95,4.1,222,21.5,0,0,1,0,1
208,552,23,21.6,89,4.3,698,19.7,0,0,1,0,1
209,513,0,20.5,94,3.7,896,19.4,0,0,1,0,1
209,254,1,20,96,3,182,19.3,0,0.1,1,0,1
209,164,2,19.6,97,2.6,201,19.1,0,0.4,1,0,1
209,152,3,19.4,97,2.9,282,18.9,0,0,1,0,1
209,110,4,19.2,97,1,217,18.7,0,0.5,1,0,1
209,162,5,19.1,97,1.2,402,18.6,0,0,1,0,1
209,417,6,19.2,97,1.5,157,18.7,0,0,1,0,1
209,1084,7,19.3,98,1,188,18.9,0.06,0,1,0,1
209,1995,8,19.7,97,1.5,200,19.2,0.25,0,1,0,1
209,1238,9,20,96,1.6,287,19.3,0.39,0,1,0,1
209,862,10,21.4,85,1.1,596,18.7,1.34,0,1,0,1
209,1015,11,23.4,73,1.3,827,18.2,2.38,0,1,0,1
209,1145,12,24.1,73,2.2,992,18.9,2.15,0,1,0,1
209,1234,13,24.9,69,2.2,850,18.8,2.14,0,1,0,1
209,1243,14,24.7,72,2.9,720,19.3,1.45,0,1,0,1
209,1362,15,25.5,68,2.4,638,19.1,1.61,0,1,0,1
209,1618,16,25,74,2.2,578,20,0.52,0,1,0,1
209,2115,17,25.1,70,2.2,796,19.2,0.48,0,1,0,1
209,3172,18,25,69,1.5,1125,18.9,0.52,0,1,0,1
209,2487,19,24.9,70,1.8,1131,19,0.24,0,1,0,1
209,2274,20,24.2,72,1.4,833,18.8,0.03,0,1,0,1
209,2200,21,23.3,71,1.3,1145,17.7,0,0,1,0,1
209,1959,22,22.7,77,2,1099,18.4,0,0,1,0,1
209,980,23,22.3,83,2.6,490,19.2,0,0,1,0,1
210,561,0,22.2,84,1.1,482,19.3,0,0,1,0,1
210,1068,1,22.2,84,0.3,610,19.3,0,0,1,0,1
210,652,2,22.4,84,0.6,667,19.5,0,0,1,0,1
210,344,3,22.4,86,0.6,618,19.9,0,0,1,0,1
210,233,4,22.3,88,0.9,298,20.2,0,0,1,0,1
210,266,5,22.1,93,0.4,333,20.9,0,0,1,0,1
210,594,6,22,90,0.4,373,20.2,0.04,0.1,1,0,1
210,1391,7,22.7,81,0.4,866,19.2,0.4,0,1,0,1
210,2288,8,24.2,73,1,1581,19,0.96,0,1,0,1
210,1246,9,24.8,75,1.1,1418,20,0.63,0,1,0,1
210,826,10,25.3,70,0.6,1386,19.4,0.7,0,1,0,1
210,938,11,26.5,64,1.8,1806,19.1,1.3,0,1,0,1
210,1158,12,27,68,2,1863,20.5,1.3,0,1,0,1
210,1040,13,27.2,68,1.8,1575,20.7,1.1,0,1,0,1
210,1030,14,27.1,72,3,1126,21.6,0.91,0,1,0,1
210,1209,15,26.4,76,3.7,1370,21.8,1.01,0,1,0,1
210,766,16,25.2,81,3.6,961,21.6,0.5,0,1,0,1
210,65,17,22.2,92,1.2,254,20.8,0.11,4.9,1,0,1
210,596,18,20.6,97,0.7,222,20.1,0.14,21.5,1,0,1
210,944,19,20.9,97,1,1747,20.3,0.19,0,1,0,1
210,1039,20,21,96,0.1,1431,20.3,0.02,0,1,0,1
210,1223,21,21.3,94,0.3,1314,20.2,0,0,1,0,1
210,1239,22,21.6,94,1.1,766,20.5,0,0,1,0,1
210,931,23,21.7,96,0.3,293,21,0,0,1,0,1
211,470,0,21.9,95,1.9,357,21,0,0,1,0,1
211,460,1,22,96,0.1,387,21.3,0,0.1,1,0,1
211,345,2,22.2,96,0.8,269,21.5,0,0.2,1,0,1
211,227,3,22.3,96,1.2,290,21.6,0,0.1,1,0,1
211,123,4,22.3,96,0,278,21.6,0,0.1,1,0,1
211,133,5,22.1,97,0.5,152,21.5,0,1.5,1,0,1
211,308,6,21.9,97,0.2,190,21.3,0,4.5,1,0,1
211,883,7,22,97,0.9,269,21.4,0.03,0,1,0,1
211,2028,8,22.2,95,1.6,389,21.3,0.26,0,1,0,1
211,1195,9,22.9,86,1.7,538,20.4,0.76,0,1,0,1
211,913,10,24.4,76,2.1,617,19.8,1.58,0,1,0,1
211,956,11,24.8,74,1.8,644,19.8,1.41,0,1,0,1
211,1168,12,26.1,67,2.2,758,19.4,2.15,0,1,0,1
211,1117,13,26.8,65,2,732,19.6,2.37,0,1,0,1
211,1175,14,27.8,57,2.1,760,18.4,2.62,0,1,0,1
211,1209,15,28.4,63,2.8,742,20.6,2.47,0,1,0,1
211,1554,16,29,57,2.3,987,19.6,2.36,0,1,0,1
211,2099,17,28.5,60,2.6,1014,19.9,1.33,0,1,0,1
211,3113,18,28.1,60,1.9,959,19.5,1.05,0,1,0,1
211,2602,19,27.1,64,1.1,829,19.6,0.28,0,1,0,1
211,2339,20,26.2,70,1.5,792,20.2,0.12,0,1,0,1
211,2225,21,25.2,75,1.4,644,20.4,0,0,1,0,1
211,2103,22,24.2,80,1.3,500,20.5,0,0,1,0,1
211,1552,23,23.5,83,1.4,436,20.4,0,0,1,0,1
212,1275,0,23,84,1.9,375,20.1,0,0,1,0,1
212,1070,1,22.6,85,0.3,323,19.9,0,0,1,0,1
212,859,2,22.2,88,1,295,20.1,0,0,1,0,1
212,625,3,21.9,88,0.9,274,19.8,0,0,1,0,1
212,382,4,21.7,93,0.1,244,20.5,0,0,1,0,1
212,247,5,21.7,88,0.6,289,19.6,0,0,1,0,1
212,310,6,22.1,85,0.5,303,19.4,0.01,0.1,1,0,1
212,468,7,22.5,86,0.6,299,20,0.07,0,1,0,1
212,825,8,23.4,81,0.5,313,19.9,0.37,0,1,0,1
212,862,9,24.2,81,0.9,295,20.7,0.53,0,1,0,1
212,933,10,25.1,73,0.9,358,19.9,0.66,0,1,0,1
212,871,11,26.4,71,1,430,20.7,1.36,0,1,0,1
212,858,12,25.2,94,2.8,166,24.1,0.39,6.4,1,0,1
212,1144,13,25.6,87,1.7,390,23.2,0.71,3.5,1,0,1
212,1235,14,27.5,69,0.5,736,21.2,1.84,0,1,0,1
212,1311,15,27.8,71,0.9,733,22,0.93,0,1,0,1
212,1317,16,27.9,69,0.5,880,21.6,0.61,0,1,0,1
212,1291,17,27.4,75,2.3,616,22.5,0.46,0,1,0,1
212,306,18,27.5,79,0.5,1237,23.5,0.65,0.5,1,0,1
212,481,19,24.3,95,0.5,958,23.4,0.11,4,1,0,1
212,778,20,24.2,88,0.8,1276,22,0.06,0,1,0,1
212,1005,21,23.9,84,0.7,1552,21,0,0,1,0,1
212,1107,22,23.4,88,0.9,1153,21.2,0,0,1,0,1
212,919,23,22.9,92,0.6,989,21.5,0,0,1,0,1
213,865,0,22.6,88,0.2,1259,20.5,0,0,1,0,1
213,740,1,22.7,87,0.5,1072,20.4,0,0,1,0,1
213,586,2,22.7,87,0.5,1187,20.4,0,0,1,0,1
213,368,3,22.7,86,0.7,1455,20.2,0,0,1,0,1
213,211,4,22.7,85,0.7,1547,20,0,0,1,0,1
213,54,5,22.6,86,0.5,1076,20.1,0,0.1,1,0,1
213,60,6,22.3,93,0.6,1262,21.1,0.01,0.4,1,0,1
213,25,7,22.1,89,0.5,1617,20.1,0.08,0.5,1,0,1
213,20,8,22.1,93,0.5,805,20.9,0.14,1,1,0,1
213,9,9,22.1,94,0.9,624,21,0.22,1.5,1,0,1
213,13,10,21.6,97,0.5,266,21,0.13,12,1,0,1
213,11,11,21.2,97,1.2,105,20.6,0.15,18.5,1,0,1
213,9,12,21.1,97,1.2,653,20.5,0.17,7.5,1,0,1
213,30,13,21.2,97,1.1,760,20.6,0.2,3.5,1,0,1
213,14,14,21.5,97,0.7,1522,20.9,0.29,1,1,0,1
213,51,15,21.8,97,0.7,324,21.2,0.14,5.5,1,0,1
213,41,16,22.2,97,1.1,1745,21.6,0.25,1,1,0,1
213,25,17,22.4,96,0.4,1661,21.7,0.21,1.5,1,0,1
213,17,18,22.2,96,1.2,673,21.5,0.09,3.5,1,0,1
213,18,19,21.9,96,1.2,509,21.2,0.01,5.5,1,0,1
213,16,20,21.9,97,1.1,534,21.3,0,6,1,0,1
213,17,21,21.8,97,0.6,692,21.2,0,3.5,1,0,1
213,16,22,21.7,97,0.7,540,21.1,0,3.5,1,0,1
213,15,23,21.5,97,1.5,523,20.9,0,5,1,0,1
214,26,0,21.4,97,0.6,680,20.8,0,2.5,1,0,1
214,28,1,21.3,97,1,1451,20.7,0,3,1,0,1
214,17,2,21.2,97,0.8,1018,20.6,0,2,1,0,1
214,23,3,21.1,96,2.4,866,20.4,0,4.5,1,0,1
214,58,4,20.8,97,1,2000,20.3,0,4,1,0,1
214,28,5,20.7,97,0.3,2000,20.2,0,0.5,1,0,1
214,40,6,20.7,97,0.3,1262,20.2,0,1,1,0,1
214,126,7,20.7,97,0.4,1801,20.2,0,0.5,1,0,1
214,104,8,20.8,96,0.4,1627,20.1,0.11,1.5,1,0,1
214,128,9,21,97,1.3,825,20.4,0.14,3,1,0,1
214,27,10,21.4,97,0.6,563,20.8,0.27,1,1,0,1
214,153,11,21.7,97,0.5,591,21.1,0.25,8,1,0,1
214,218,12,22.4,97,1,945,21.8,0.46,0,1,0,1
214,304,13,22.6,97,0.6,367,22,0.3,0.5,1,0,1
214,381,14,23.3,96,0.3,434,22.6,0.53,0,1,0,1
214,619,15,24.2,93,1,590,22.9,0.78,0,1,0,1
214,839,16,25.2,87,0.9,601,22.8,0.88,0,1,0,1
214,861,17,25.3,87,0.6,751,22.9,0.49,0,1,0,1
214,832,18,24.9,87,1.9,1742,22.5,0.25,0,1,0,1
214,44,19,24.1,93,2.1,1118,22.8,0.23,1.5,1,0,1
214,61,20,23.5,97,0.1,1814,22.9,0.04,24,1,0,1
214,72,21,23.4,98,0.4,1038,23,0,1,1,0,1
214,83,22,23.4,98,0.3,585,23,0,2.5,1,0,1
214,168,23,23.4,98,0.3,662,23,0,0.5,1,0,1
215,349,0,23.2,98,0.2,927,22.8,0,0.5,1,0,1
215,407,1,23.1,98,0,958,22.7,0,0,1,0,1
215,354,2,23,98,0.1,1026,22.6,0,0,1,0,1
215,233,3,22.8,98,0,1734,22.4,0,0,1,0,1
215,149,4,22.7,97,0.2,1808,22.1,0,0,1,0,1
215,224,5,22.6,97,0,1383,22,0,0,1,0,1
215,600,6,22.6,95,0.1,1937,21.7,0.05,0,1,0,1
215,1308,7,23.5,86,0.2,1908,21,0.38,0,1,0,1
215,2135,8,24.3,83,0.5,1986,21.2,0.53,0,1,0,1
215,1156,9,25.7,76,0.8,1920,21.1,1.11,0,1,0,1
215,818,10,27.6,71,1.6,1870,21.8,2.14,0,1,0,1
215,906,11,29.2,66,1.4,1953,22.1,2.72,0,1,0,1
215,944,12,30.1,64,1.2,2000,22.5,2.54,0,1,0,1
215,994,13,31.2,54,1.3,1961,20.7,3.11,0,1,0,1
215,1001,14,31,56,1.5,2000,21.1,1.47,0,1,0,1
215,1069,15,32,54,1.2,1962,21.5,2.99,0,1,0,1
215,1325,16,31.3,52,1.2,2000,20.2,1.63,0,1,0,1
215,1783,17,32.4,50,2.2,2000,20.6,1.92,0,1,0,1
